date,street_name,hour,day_of_week,day_number,is_weekend,is_peak_hour,probe_count,segment_count,average_speed_limit,average_frc,total_distance
2024-08-14,Vikas Marg,23,Wednesday,2,0,0,48159,194,53.6082,2.0052,14316.28
2024-08-14,Africa Avenue,0,Wednesday,2,0,0,11320,164,48.25,3.061,8464.09
2024-08-14,Africa Avenue,1,Wednesday,2,0,0,8194,164,48.25,3.061,8464.09
2024-08-14,Africa Avenue,2,Wednesday,2,0,0,4306,164,48.25,3.061,8464.09
2024-08-14,Africa Avenue,3,Wednesday,2,0,0,2935,164,48.25,3.061,8464.09
2024-08-14,Africa Avenue,4,Wednesday,2,0,0,5470,164,48.25,3.061,8464.09
2024-08-14,Africa Avenue,5,Wednesday,2,0,0,6607,164,48.25,3.061,8464.09
2024-08-14,Africa Avenue,6,Wednesday,2,0,0,11395,164,48.25,3.061,8464.09
2024-08-14,Africa Avenue,7,Wednesday,2,0,1,22148,164,48.25,3.061,8464.09
2024-08-14,Africa Avenue,8,Wednesday,2,0,1,35009,164,48.25,3.061,8464.09
2024-08-14,Africa Avenue,9,Wednesday,2,0,1,45838,164,48.25,3.061,8464.09
2024-08-14,Africa Avenue,10,Wednesday,2,0,0,49664,164,48.25,3.061,8464.09
2024-08-14,Africa Avenue,11,Wednesday,2,0,0,46813,164,48.25,3.061,8464.09
2024-08-14,Africa Avenue,12,Wednesday,2,0,0,44871,164,48.25,3.061,8464.09
2024-08-14,Africa Avenue,13,Wednesday,2,0,0,45230,164,48.25,3.061,8464.09
2024-08-14,Africa Avenue,14,Wednesday,2,0,0,45544,164,48.25,3.061,8464.09
2024-08-14,Africa Avenue,15,Wednesday,2,0,0,41082,164,48.25,3.061,8464.09
2024-08-14,Africa Avenue,16,Wednesday,2,0,0,45731,164,48.25,3.061,8464.09
2024-08-14,Africa Avenue,17,Wednesday,2,0,1,46428,164,48.25,3.061,8464.09
2024-08-14,Africa Avenue,18,Wednesday,2,0,1,42194,164,48.25,3.061,8464.09
2024-08-14,Africa Avenue,19,Wednesday,2,0,1,39109,164,48.25,3.061,8464.09
2024-08-14,Africa Avenue,20,Wednesday,2,0,1,46160,164,48.25,3.061,8464.09
2024-08-14,Africa Avenue,21,Wednesday,2,0,0,44460,164,48.25,3.061,8464.09
2024-08-14,Africa Avenue,22,Wednesday,2,0,0,34107,164,48.25,3.061,8464.09
2024-08-14,Africa Avenue,23,Wednesday,2,0,0,23902,164,48.25,3.061,8464.09
2024-08-14,Sardar Patel Marg,0,Wednesday,2,0,0,25599,153,52.8758,1.8954,9624.01
2024-08-14,Sardar Patel Marg,1,Wednesday,2,0,0,19076,153,52.8758,1.8954,9624.01
2024-08-14,Sardar Patel Marg,2,Wednesday,2,0,0,14036,153,52.8758,1.8954,9624.01
2024-08-14,Sardar Patel Marg,3,Wednesday,2,0,0,12940,153,52.8758,1.8954,9624.01
2024-08-14,Sardar Patel Marg,4,Wednesday,2,0,0,25216,153,52.8758,1.8954,9624.01
2024-08-14,Sardar Patel Marg,5,Wednesday,2,0,0,33694,153,52.8758,1.8954,9624.01
2024-08-14,Sardar Patel Marg,6,Wednesday,2,0,0,36286,153,52.8758,1.8954,9624.01
2024-08-14,Sardar Patel Marg,7,Wednesday,2,0,1,47897,153,52.8758,1.8954,9624.01
2024-08-14,Sardar Patel Marg,8,Wednesday,2,0,1,55420,153,52.8758,1.8954,9624.01
2024-08-14,Sardar Patel Marg,9,Wednesday,2,0,1,59823,153,52.8758,1.8954,9624.01
2024-08-14,Sardar Patel Marg,10,Wednesday,2,0,0,61931,153,52.8758,1.8954,9624.01
2024-08-14,Sardar Patel Marg,11,Wednesday,2,0,0,65453,153,52.8758,1.8954,9624.01
2024-08-14,Sardar Patel Marg,12,Wednesday,2,0,0,69463,153,52.8758,1.8954,9624.01
2024-08-14,Sardar Patel Marg,13,Wednesday,2,0,0,74823,153,52.8758,1.8954,9624.01
2024-08-14,Sardar Patel Marg,14,Wednesday,2,0,0,77633,153,52.8758,1.8954,9624.01
2024-08-14,Sardar Patel Marg,15,Wednesday,2,0,0,78875,153,52.8758,1.8954,9624.01
2024-08-14,Sardar Patel Marg,16,Wednesday,2,0,0,75020,153,52.8758,1.8954,9624.01
2024-08-14,Sardar Patel Marg,17,Wednesday,2,0,1,74954,153,52.8758,1.8954,9624.01
2024-08-14,Sardar Patel Marg,18,Wednesday,2,0,1,67336,153,52.8758,1.8954,9624.01
2024-08-14,Sardar Patel Marg,19,Wednesday,2,0,1,69609,153,52.8758,1.8954,9624.01
2024-08-14,Sardar Patel Marg,20,Wednesday,2,0,1,67692,153,52.8758,1.8954,9624.01
2024-08-14,Sardar Patel Marg,21,Wednesday,2,0,0,70731,153,52.8758,1.8954,9624.01
2024-08-14,Sardar Patel Marg,22,Wednesday,2,0,0,62856,153,52.8758,1.8954,9624.01
2024-08-14,Sardar Patel Marg,23,Wednesday,2,0,0,49507,153,52.8758,1.8954,9624.01
2024-08-14,Noida Link Road,0,Wednesday,2,0,0,12793,114,51.8421,2.3947,6981.29
2024-08-14,Noida Link Road,1,Wednesday,2,0,0,10694,114,51.8421,2.3947,6981.29
2024-08-14,Noida Link Road,2,Wednesday,2,0,0,9718,114,51.8421,2.3947,6981.29
2024-08-14,Noida Link Road,3,Wednesday,2,0,0,6222,114,51.8421,2.3947,6981.29
2024-08-14,Noida Link Road,4,Wednesday,2,0,0,7244,114,51.8421,2.3947,6981.29
2024-08-14,Noida Link Road,5,Wednesday,2,0,0,14135,114,51.8421,2.3947,6981.29
2024-08-14,Noida Link Road,6,Wednesday,2,0,0,18005,114,51.8421,2.3947,6981.29
2024-08-14,Noida Link Road,7,Wednesday,2,0,1,22147,114,51.8421,2.3947,6981.29
2024-08-14,Noida Link Road,8,Wednesday,2,0,1,38039,114,51.8421,2.3947,6981.29
2024-08-14,Noida Link Road,9,Wednesday,2,0,1,47464,114,51.8421,2.3947,6981.29
2024-08-14,Noida Link Road,10,Wednesday,2,0,0,47472,114,51.8421,2.3947,6981.29
2024-08-14,Noida Link Road,11,Wednesday,2,0,0,40786,114,51.8421,2.3947,6981.29
2024-08-14,Noida Link Road,12,Wednesday,2,0,0,41380,114,51.8421,2.3947,6981.29
2024-08-14,Noida Link Road,13,Wednesday,2,0,0,44420,114,51.8421,2.3947,6981.29
2024-08-14,Noida Link Road,14,Wednesday,2,0,0,47787,114,51.8421,2.3947,6981.29
2024-08-14,Noida Link Road,15,Wednesday,2,0,0,49711,114,51.8421,2.3947,6981.29
2024-08-14,Noida Link Road,16,Wednesday,2,0,0,53049,114,51.8421,2.3947,6981.29
2024-08-14,Noida Link Road,17,Wednesday,2,0,1,54591,114,51.8421,2.3947,6981.29
2024-08-14,Noida Link Road,18,Wednesday,2,0,1,54711,114,51.8421,2.3947,6981.29
2024-08-14,Noida Link Road,19,Wednesday,2,0,1,56082,114,51.8421,2.3947,6981.29
2024-08-14,Noida Link Road,20,Wednesday,2,0,1,49121,114,51.8421,2.3947,6981.29
2024-08-14,Noida Link Road,21,Wednesday,2,0,0,49933,114,51.8421,2.3947,6981.29
2024-08-14,Noida Link Road,22,Wednesday,2,0,0,40280,114,51.8421,2.3947,6981.29
2024-08-14,Noida Link Road,23,Wednesday,2,0,0,33003,114,51.8421,2.3947,6981.29
2024-08-15,Mahatma Gandhi Marg,0,Thursday,3,0,0,291392,1052,52.443,1.5722,62245.45
2024-08-15,Mahatma Gandhi Marg,1,Thursday,3,0,0,230831,1052,52.443,1.5722,62245.45
2024-08-15,Mahatma Gandhi Marg,2,Thursday,3,0,0,174293,1052,52.443,1.5722,62245.45
2024-08-15,Mahatma Gandhi Marg,3,Thursday,3,0,0,156843,1052,52.443,1.5722,62245.45
2024-08-15,Mahatma Gandhi Marg,4,Thursday,3,0,0,183205,1052,52.443,1.5722,62245.45
2024-08-15,Mahatma Gandhi Marg,5,Thursday,3,0,0,232214,1052,52.443,1.5722,62245.45
2024-08-15,Mahatma Gandhi Marg,6,Thursday,3,0,0,268516,1052,52.443,1.5722,62245.45
2024-08-15,Mahatma Gandhi Marg,7,Thursday,3,0,1,287741,1052,52.443,1.5722,62245.45
2024-08-15,Mahatma Gandhi Marg,8,Thursday,3,0,1,271226,1052,52.443,1.5722,62245.45
2024-08-15,Mahatma Gandhi Marg,9,Thursday,3,0,1,292843,1052,52.443,1.5722,62245.45
2024-08-15,Mahatma Gandhi Marg,10,Thursday,3,0,0,361321,1052,52.443,1.5722,62245.45
2024-08-15,Mahatma Gandhi Marg,11,Thursday,3,0,0,429270,1052,52.443,1.5722,62245.45
2024-08-15,Mahatma Gandhi Marg,12,Thursday,3,0,0,470706,1052,52.443,1.5722,62245.45
2024-08-15,Mahatma Gandhi Marg,13,Thursday,3,0,0,530124,1052,52.443,1.5722,62245.45
2024-08-15,Mahatma Gandhi Marg,14,Thursday,3,0,0,527596,1052,52.443,1.5722,62245.45
2024-08-15,Mahatma Gandhi Marg,15,Thursday,3,0,0,537012,1052,52.443,1.5722,62245.45
2024-08-15,Mahatma Gandhi Marg,16,Thursday,3,0,0,567166,1052,52.443,1.5722,62245.45
2024-08-15,Mahatma Gandhi Marg,17,Thursday,3,0,1,550292,1052,52.443,1.5722,62245.45
2024-08-15,Mahatma Gandhi Marg,18,Thursday,3,0,1,546894,1052,52.443,1.5722,62245.45
2024-08-15,Mahatma Gandhi Marg,19,Thursday,3,0,1,555889,1052,52.443,1.5722,62245.45
2024-08-15,Mahatma Gandhi Marg,20,Thursday,3,0,1,520694,1052,52.443,1.5722,62245.45
2024-08-15,Mahatma Gandhi Marg,21,Thursday,3,0,0,433523,1052,52.443,1.5722,62245.45
2024-08-15,Mahatma Gandhi Marg,22,Thursday,3,0,0,356603,1052,52.443,1.5722,62245.45
2024-08-15,Mahatma Gandhi Marg,23,Thursday,3,0,0,301820,1052,52.443,1.5722,62245.45
2024-08-15,Mathura Road,0,Thursday,3,0,0,111489,759,49.1331,1.9763,50900.63
2024-08-15,Mathura Road,1,Thursday,3,0,0,67830,759,49.1331,1.9763,50900.63
2024-08-15,Mathura Road,2,Thursday,3,0,0,51003,759,49.1331,1.9763,50900.63
2024-08-15,Mathura Road,3,Thursday,3,0,0,42796,759,49.1331,1.9763,50900.63
2024-08-15,Mathura Road,4,Thursday,3,0,0,60334,759,49.1331,1.9763,50900.63
2024-08-15,Mathura Road,5,Thursday,3,0,0,81673,759,49.1331,1.9763,50900.63
2024-08-15,Mathura Road,6,Thursday,3,0,0,88520,759,49.1331,1.9763,50900.63
2024-08-15,Mathura Road,7,Thursday,3,0,1,78706,759,49.1331,1.9763,50900.63
2024-08-15,Mathura Road,8,Thursday,3,0,1,82480,759,49.1331,1.9763,50900.63
2024-08-15,Mathura Road,9,Thursday,3,0,1,88074,759,49.1331,1.9763,50900.63
2024-08-15,Mathura Road,10,Thursday,3,0,0,116280,759,49.1331,1.9763,50900.63
2024-08-15,Mathura Road,11,Thursday,3,0,0,149956,759,49.1331,1.9763,50900.63
2024-08-15,Mathura Road,12,Thursday,3,0,0,168976,759,49.1331,1.9763,50900.63
2024-08-15,Mathura Road,13,Thursday,3,0,0,188393,759,49.1331,1.9763,50900.63
2024-08-15,Mathura Road,14,Thursday,3,0,0,187073,759,49.1331,1.9763,50900.63
2024-08-15,Mathura Road,15,Thursday,3,0,0,188131,759,49.1331,1.9763,50900.63
2024-08-15,Mathura Road,16,Thursday,3,0,0,205273,759,49.1331,1.9763,50900.63
2024-08-15,Mathura Road,17,Thursday,3,0,1,195797,759,49.1331,1.9763,50900.63
2024-08-15,Mathura Road,18,Thursday,3,0,1,199700,759,49.1331,1.9763,50900.63
2024-08-15,Mathura Road,19,Thursday,3,0,1,191905,759,49.1331,1.9763,50900.63
2024-08-15,Mathura Road,20,Thursday,3,0,1,169637,759,49.1331,1.9763,50900.63
2024-08-15,Mathura Road,21,Thursday,3,0,0,147038,759,49.1331,1.9763,50900.63
2024-08-15,Mathura Road,22,Thursday,3,0,0,130785,759,49.1331,1.9763,50900.63
2024-08-15,Mathura Road,23,Thursday,3,0,0,109163,759,49.1331,1.9763,50900.63
2024-08-15,Outer Ring Road,0,Thursday,3,0,0,199603,712,46.8048,2.4593,43347.7
2024-08-15,Outer Ring Road,1,Thursday,3,0,0,143550,712,46.8048,2.4593,43347.7
2024-08-15,Outer Ring Road,2,Thursday,3,0,0,97621,712,46.8048,2.4593,43347.7
2024-08-15,Outer Ring Road,3,Thursday,3,0,0,87001,712,46.8048,2.4593,43347.7
2024-08-15,Outer Ring Road,4,Thursday,3,0,0,83077,712,46.8048,2.4593,43347.7
2024-08-15,Outer Ring Road,5,Thursday,3,0,0,93325,712,46.8048,2.4593,43347.7
2024-08-15,Outer Ring Road,6,Thursday,3,0,0,105085,712,46.8048,2.4593,43347.7
2024-08-15,Outer Ring Road,7,Thursday,3,0,1,116291,712,46.8048,2.4593,43347.7
2024-08-15,Outer Ring Road,8,Thursday,3,0,1,141380,712,46.8048,2.4593,43347.7
2024-08-15,Outer Ring Road,9,Thursday,3,0,1,157261,712,46.8048,2.4593,43347.7
2024-08-15,Outer Ring Road,10,Thursday,3,0,0,191821,712,46.8048,2.4593,43347.7
2024-08-15,Outer Ring Road,11,Thursday,3,0,0,233779,712,46.8048,2.4593,43347.7
2024-08-15,Outer Ring Road,12,Thursday,3,0,0,259119,712,46.8048,2.4593,43347.7
2024-08-15,Outer Ring Road,13,Thursday,3,0,0,296778,712,46.8048,2.4593,43347.7
2024-08-15,Outer Ring Road,14,Thursday,3,0,0,303437,712,46.8048,2.4593,43347.7
2024-08-15,Outer Ring Road,15,Thursday,3,0,0,296100,712,46.8048,2.4593,43347.7
2024-08-15,Outer Ring Road,16,Thursday,3,0,0,327077,712,46.8048,2.4593,43347.7
2024-08-15,Outer Ring Road,17,Thursday,3,0,1,335671,712,46.8048,2.4593,43347.7
2024-08-15,Outer Ring Road,18,Thursday,3,0,1,321265,712,46.8048,2.4593,43347.7
2024-08-15,Outer Ring Road,19,Thursday,3,0,1,309395,712,46.8048,2.4593,43347.7
2024-08-15,Outer Ring Road,20,Thursday,3,0,1,251470,712,46.8048,2.4593,43347.7
2024-08-15,Outer Ring Road,21,Thursday,3,0,0,210454,712,46.8048,2.4593,43347.7
2024-08-15,Outer Ring Road,22,Thursday,3,0,0,191584,712,46.8048,2.4593,43347.7
2024-08-15,Outer Ring Road,23,Thursday,3,0,0,170254,712,46.8048,2.4593,43347.7
2024-08-15,Aurobindo Marg,0,Thursday,3,0,0,84604,378,49.709,1.8783,17962.91
2024-08-15,Aurobindo Marg,1,Thursday,3,0,0,58235,378,49.709,1.8783,17962.91
2024-08-15,Aurobindo Marg,2,Thursday,3,0,0,37824,378,49.709,1.8783,17962.91
2024-08-15,Aurobindo Marg,3,Thursday,3,0,0,30343,378,49.709,1.8783,17962.91
2024-08-15,Aurobindo Marg,4,Thursday,3,0,0,35364,378,49.709,1.8783,17962.91
2024-08-15,Aurobindo Marg,5,Thursday,3,0,0,42790,378,49.709,1.8783,17962.91
2024-08-15,Aurobindo Marg,6,Thursday,3,0,0,41219,378,49.709,1.8783,17962.91
2024-08-15,Aurobindo Marg,7,Thursday,3,0,1,50611,378,49.709,1.8783,17962.91
2024-08-15,Aurobindo Marg,8,Thursday,3,0,1,53957,378,49.709,1.8783,17962.91
2024-08-15,Aurobindo Marg,9,Thursday,3,0,1,58540,378,49.709,1.8783,17962.91
2024-08-15,Aurobindo Marg,10,Thursday,3,0,0,71863,378,49.709,1.8783,17962.91
2024-08-15,Aurobindo Marg,11,Thursday,3,0,0,89531,378,49.709,1.8783,17962.91
2024-08-15,Aurobindo Marg,12,Thursday,3,0,0,106849,378,49.709,1.8783,17962.91
2024-08-15,Aurobindo Marg,13,Thursday,3,0,0,122003,378,49.709,1.8783,17962.91
2024-08-15,Aurobindo Marg,14,Thursday,3,0,0,126650,378,49.709,1.8783,17962.91
2024-08-15,Aurobindo Marg,15,Thursday,3,0,0,151234,378,49.709,1.8783,17962.91
2024-08-15,Aurobindo Marg,16,Thursday,3,0,0,136847,378,49.709,1.8783,17962.91
2024-08-15,Aurobindo Marg,17,Thursday,3,0,1,148316,378,49.709,1.8783,17962.91
2024-08-15,Aurobindo Marg,18,Thursday,3,0,1,143091,378,49.709,1.8783,17962.91
2024-08-15,Aurobindo Marg,19,Thursday,3,0,1,141975,378,49.709,1.8783,17962.91
2024-08-15,Aurobindo Marg,20,Thursday,3,0,1,128260,378,49.709,1.8783,17962.91
2024-08-15,Aurobindo Marg,21,Thursday,3,0,0,103208,378,49.709,1.8783,17962.91
2024-08-15,Aurobindo Marg,22,Thursday,3,0,0,84213,378,49.709,1.8783,17962.91
2024-08-15,Aurobindo Marg,23,Thursday,3,0,0,82998,378,49.709,1.8783,17962.91
2024-08-15,Mehrauli Badarpur Road,0,Thursday,3,0,0,37693,370,49.5622,2.0081,24206.35
2024-08-15,Mehrauli Badarpur Road,1,Thursday,3,0,0,24481,370,49.5622,2.0081,24206.35
2024-08-15,Mehrauli Badarpur Road,2,Thursday,3,0,0,16612,370,49.5622,2.0081,24206.35
2024-08-15,Mehrauli Badarpur Road,3,Thursday,3,0,0,13102,370,49.5622,2.0081,24206.35
2024-08-15,Mehrauli Badarpur Road,4,Thursday,3,0,0,11759,370,49.5622,2.0081,24206.35
2024-08-15,Mehrauli Badarpur Road,5,Thursday,3,0,0,10888,370,49.5622,2.0081,24206.35
2024-08-15,Mehrauli Badarpur Road,6,Thursday,3,0,0,14364,370,49.5622,2.0081,24206.35
2024-08-15,Mehrauli Badarpur Road,7,Thursday,3,0,1,17382,370,49.5622,2.0081,24206.35
2024-08-15,Mehrauli Badarpur Road,8,Thursday,3,0,1,20198,370,49.5622,2.0081,24206.35
2024-08-15,Mehrauli Badarpur Road,9,Thursday,3,0,1,24765,370,49.5622,2.0081,24206.35
2024-08-15,Mehrauli Badarpur Road,10,Thursday,3,0,0,28268,370,49.5622,2.0081,24206.35
2024-08-15,Mehrauli Badarpur Road,11,Thursday,3,0,0,37735,370,49.5622,2.0081,24206.35
2024-08-15,Mehrauli Badarpur Road,12,Thursday,3,0,0,47668,370,49.5622,2.0081,24206.35
2024-08-15,Mehrauli Badarpur Road,13,Thursday,3,0,0,48816,370,49.5622,2.0081,24206.35
2024-08-15,Mehrauli Badarpur Road,14,Thursday,3,0,0,47853,370,49.5622,2.0081,24206.35
2024-08-15,Mehrauli Badarpur Road,15,Thursday,3,0,0,47819,370,49.5622,2.0081,24206.35
2024-08-15,Mehrauli Badarpur Road,16,Thursday,3,0,0,49172,370,49.5622,2.0081,24206.35
2024-08-15,Mehrauli Badarpur Road,17,Thursday,3,0,1,47216,370,49.5622,2.0081,24206.35
2024-08-15,Mehrauli Badarpur Road,18,Thursday,3,0,1,46935,370,49.5622,2.0081,24206.35
2024-08-15,Mehrauli Badarpur Road,19,Thursday,3,0,1,42952,370,49.5622,2.0081,24206.35
2024-08-15,Mehrauli Badarpur Road,20,Thursday,3,0,1,38431,370,49.5622,2.0081,24206.35
2024-08-15,Mehrauli Badarpur Road,21,Thursday,3,0,0,29262,370,49.5622,2.0081,24206.35
2024-08-15,Mehrauli Badarpur Road,22,Thursday,3,0,0,29141,370,49.5622,2.0081,24206.35
2024-08-15,Mehrauli Badarpur Road,23,Thursday,3,0,0,28661,370,49.5622,2.0081,24206.35
2024-08-15,Barapullah Road,0,Thursday,3,0,0,53373,218,45.2661,1.3761,16478.62
2024-08-15,Barapullah Road,1,Thursday,3,0,0,44672,218,45.2661,1.3761,16478.62
2024-08-15,Barapullah Road,2,Thursday,3,0,0,24070,218,45.2661,1.3761,16478.62
2024-08-15,Barapullah Road,3,Thursday,3,0,0,19945,218,45.2661,1.3761,16478.62
2024-08-15,Barapullah Road,4,Thursday,3,0,0,29191,218,45.2661,1.3761,16478.62
2024-08-15,Barapullah Road,5,Thursday,3,0,0,39477,218,45.2661,1.3761,16478.62
2024-08-15,Barapullah Road,6,Thursday,3,0,0,49478,218,45.2661,1.3761,16478.62
2024-08-15,Barapullah Road,7,Thursday,3,0,1,50999,218,45.2661,1.3761,16478.62
2024-08-15,Barapullah Road,8,Thursday,3,0,1,46735,218,45.2661,1.3761,16478.62
2024-08-15,Barapullah Road,9,Thursday,3,0,1,54983,218,45.2661,1.3761,16478.62
2024-08-15,Barapullah Road,10,Thursday,3,0,0,62427,218,45.2661,1.3761,16478.62
2024-08-15,Barapullah Road,11,Thursday,3,0,0,66511,218,45.2661,1.3761,16478.62
2024-08-15,Barapullah Road,12,Thursday,3,0,0,75421,218,45.2661,1.3761,16478.62
2024-08-15,Barapullah Road,13,Thursday,3,0,0,76000,218,45.2661,1.3761,16478.62
2024-08-15,Barapullah Road,14,Thursday,3,0,0,77369,218,45.2661,1.3761,16478.62
2024-08-15,Barapullah Road,15,Thursday,3,0,0,77714,218,45.2661,1.3761,16478.62
2024-08-15,Barapullah Road,16,Thursday,3,0,0,86558,218,45.2661,1.3761,16478.62
2024-08-15,Barapullah Road,17,Thursday,3,0,1,87624,218,45.2661,1.3761,16478.62
2024-08-15,Barapullah Road,18,Thursday,3,0,1,88209,218,45.2661,1.3761,16478.62
2024-08-15,Barapullah Road,19,Thursday,3,0,1,89268,218,45.2661,1.3761,16478.62
2024-08-15,Barapullah Road,20,Thursday,3,0,1,85720,218,45.2661,1.3761,16478.62
2024-08-15,Barapullah Road,21,Thursday,3,0,0,69382,218,45.2661,1.3761,16478.62
2024-08-15,Barapullah Road,22,Thursday,3,0,0,51443,218,45.2661,1.3761,16478.62
2024-08-15,Barapullah Road,23,Thursday,3,0,0,40787,218,45.2661,1.3761,16478.62
2024-08-15,Vikas Marg,0,Thursday,3,0,0,36929,194,53.6082,2.0052,14316.28
2024-08-15,Vikas Marg,1,Thursday,3,0,0,26359,194,53.6082,2.0052,14316.28
2024-08-15,Vikas Marg,2,Thursday,3,0,0,17988,194,53.6082,2.0052,14316.28
2024-08-15,Vikas Marg,3,Thursday,3,0,0,13207,194,53.6082,2.0052,14316.28
2024-08-15,Vikas Marg,4,Thursday,3,0,0,17612,194,53.6082,2.0052,14316.28
2024-08-15,Vikas Marg,5,Thursday,3,0,0,26006,194,53.6082,2.0052,14316.28
2024-08-15,Vikas Marg,6,Thursday,3,0,0,26672,194,53.6082,2.0052,14316.28
2024-08-15,Vikas Marg,7,Thursday,3,0,1,20214,194,53.6082,2.0052,14316.28
2024-08-15,Vikas Marg,8,Thursday,3,0,1,23256,194,53.6082,2.0052,14316.28
2024-08-15,Vikas Marg,9,Thursday,3,0,1,18303,194,53.6082,2.0052,14316.28
2024-08-15,Vikas Marg,10,Thursday,3,0,0,27080,194,53.6082,2.0052,14316.28
2024-08-15,Vikas Marg,11,Thursday,3,0,0,34383,194,53.6082,2.0052,14316.28
2024-08-15,Vikas Marg,12,Thursday,3,0,0,38164,194,53.6082,2.0052,14316.28
2024-08-15,Vikas Marg,13,Thursday,3,0,0,45079,194,53.6082,2.0052,14316.28
2024-08-15,Vikas Marg,14,Thursday,3,0,0,45591,194,53.6082,2.0052,14316.28
2024-08-15,Vikas Marg,15,Thursday,3,0,0,45780,194,53.6082,2.0052,14316.28
2024-08-15,Vikas Marg,16,Thursday,3,0,0,44100,194,53.6082,2.0052,14316.28
2024-08-15,Vikas Marg,17,Thursday,3,0,1,43867,194,53.6082,2.0052,14316.28
2024-08-15,Vikas Marg,18,Thursday,3,0,1,42158,194,53.6082,2.0052,14316.28
2024-08-15,Vikas Marg,19,Thursday,3,0,1,39973,194,53.6082,2.0052,14316.28
2024-08-15,Vikas Marg,20,Thursday,3,0,1,37953,194,53.6082,2.0052,14316.28
2024-08-15,Vikas Marg,21,Thursday,3,0,0,36972,194,53.6082,2.0052,14316.28
2024-08-15,Vikas Marg,22,Thursday,3,0,0,35489,194,53.6082,2.0052,14316.28
2024-08-15,Vikas Marg,23,Thursday,3,0,0,35752,194,53.6082,2.0052,14316.28
2024-08-15,Africa Avenue,0,Thursday,3,0,0,18687,164,48.25,3.061,8464.09
2024-08-15,Africa Avenue,1,Thursday,3,0,0,11980,164,48.25,3.061,8464.09
2024-08-15,Africa Avenue,2,Thursday,3,0,0,9030,164,48.25,3.061,8464.09
2024-08-15,Africa Avenue,3,Thursday,3,0,0,6770,164,48.25,3.061,8464.09
2024-08-15,Africa Avenue,4,Thursday,3,0,0,6584,164,48.25,3.061,8464.09
2024-08-15,Africa Avenue,5,Thursday,3,0,0,8650,164,48.25,3.061,8464.09
2024-08-15,Africa Avenue,6,Thursday,3,0,0,11822,164,48.25,3.061,8464.09
2024-08-15,Africa Avenue,7,Thursday,3,0,1,13087,164,48.25,3.061,8464.09
2024-08-15,Africa Avenue,8,Thursday,3,0,1,14848,164,48.25,3.061,8464.09
2024-08-15,Africa Avenue,9,Thursday,3,0,1,15537,164,48.25,3.061,8464.09
2024-08-15,Africa Avenue,10,Thursday,3,0,0,20708,164,48.25,3.061,8464.09
2024-08-15,Africa Avenue,11,Thursday,3,0,0,21424,164,48.25,3.061,8464.09
2024-08-15,Africa Avenue,12,Thursday,3,0,0,26264,164,48.25,3.061,8464.09
2024-08-15,Africa Avenue,13,Thursday,3,0,0,31514,164,48.25,3.061,8464.09
2024-08-15,Africa Avenue,14,Thursday,3,0,0,31662,164,48.25,3.061,8464.09
2024-08-15,Africa Avenue,15,Thursday,3,0,0,29099,164,48.25,3.061,8464.09
2024-08-15,Africa Avenue,16,Thursday,3,0,0,35115,164,48.25,3.061,8464.09
2024-08-15,Africa Avenue,17,Thursday,3,0,1,36650,164,48.25,3.061,8464.09
2024-08-15,Africa Avenue,18,Thursday,3,0,1,35964,164,48.25,3.061,8464.09
2024-08-15,Africa Avenue,19,Thursday,3,0,1,35109,164,48.25,3.061,8464.09
2024-08-15,Africa Avenue,20,Thursday,3,0,1,33154,164,48.25,3.061,8464.09
2024-08-15,Africa Avenue,21,Thursday,3,0,0,25829,164,48.25,3.061,8464.09
2024-08-15,Africa Avenue,22,Thursday,3,0,0,21417,164,48.25,3.061,8464.09
2024-08-15,Africa Avenue,23,Thursday,3,0,0,16893,164,48.25,3.061,8464.09
2024-08-15,Sardar Patel Marg,0,Thursday,3,0,0,37259,153,52.8758,1.8954,9624.01
2024-08-15,Sardar Patel Marg,1,Thursday,3,0,0,23418,153,52.8758,1.8954,9624.01
2024-08-15,Sardar Patel Marg,2,Thursday,3,0,0,15835,153,52.8758,1.8954,9624.01
2024-08-15,Sardar Patel Marg,3,Thursday,3,0,0,16302,153,52.8758,1.8954,9624.01
2024-08-15,Sardar Patel Marg,4,Thursday,3,0,0,26632,153,52.8758,1.8954,9624.01
2024-08-15,Sardar Patel Marg,5,Thursday,3,0,0,37121,153,52.8758,1.8954,9624.01
2024-08-15,Sardar Patel Marg,6,Thursday,3,0,0,35618,153,52.8758,1.8954,9624.01
2024-08-15,Sardar Patel Marg,7,Thursday,3,0,1,28634,153,52.8758,1.8954,9624.01
2024-08-15,Sardar Patel Marg,8,Thursday,3,0,1,29273,153,52.8758,1.8954,9624.01
2024-08-15,Sardar Patel Marg,9,Thursday,3,0,1,29309,153,52.8758,1.8954,9624.01
2024-08-15,Sardar Patel Marg,10,Thursday,3,0,0,37645,153,52.8758,1.8954,9624.01
2024-08-15,Sardar Patel Marg,11,Thursday,3,0,0,51309,153,52.8758,1.8954,9624.01
2024-08-15,Sardar Patel Marg,12,Thursday,3,0,0,56586,153,52.8758,1.8954,9624.01
2024-08-15,Sardar Patel Marg,13,Thursday,3,0,0,62466,153,52.8758,1.8954,9624.01
2024-08-15,Sardar Patel Marg,14,Thursday,3,0,0,67156,153,52.8758,1.8954,9624.01
2024-08-15,Sardar Patel Marg,15,Thursday,3,0,0,63093,153,52.8758,1.8954,9624.01
